title,score
Monster High: Great Scarrier Reef,6.8
Monster High: Haunted,7.6
Monster High: New Ghoul at School,4.1
"Monster High: Scaris, City of Frights",6.8
Monster High: Why Do Ghouls Fall in Love?,8.0
Monster Math Squad,5.0
Monster-in-Law,6.4
Monty Don's French Gardens,6.9
Monty Don's Italian Gardens,8.0
Moon,9.3
Moonlight,8.7
Moonwalkers,7.4
Moor,7.2
Morris from America,7.3
Mortified Nation,7.0
Morya,4.3
Motu Patlu: King of Kings,7.8
Mountain,7.9
Movie 43,6.8
Mr. Church,8.8
Mr. Deeds,7.7
Mr. Gaga: A True Story of Love and Dance,6.0
Mr. Virgin,4.1
Mr. Woodcock,4.3
Mr. Young,5.9
Ms. Mammy,6.5
Mud,4.9
Mujhse Shaadi Karogi,5.0
Mune: Guardian of the Moon,5.3
Muppets Most Wanted,8.3
Murder Party,8.2
Murderous Affairs,6.1
Mutant Busters,4.9
Mutiny on the Bounty,4.6
My Babysitter's a Vampire: The Movie,4.5
My Brother ... Nikhil,6.2
My Daddy is in Heaven,4.3
My Dog is My Guide,5.8
My Entire High School Sinking Into the Sea,9.3
My Ex-Ex,6.8
My Honor Was Loyalty,8.5
My Hotter Half,4.7
My Life as a Zucchini,5.5
My Life My Story,9.2
My Little Pony Equestria Girls: Friendship Games,6.1
My Little Pony Equestria Girls: Rainbow Rocks,7.6
My Only Mother,9.4
"My Schoolmate, the Barbarian",7.0
My Scientology Movie,5.7
My Sister's Keeper,6.9
My Tattoo Addiction,4.3
My True Friend,4.6
My Week with Marilyn,4.0
My Wife and My Wifey,8.9
Mystery Science Theater 3000,7.7
Mythily Veendum Varunnu,5.6
Nacho Libre,5.2
Naga The Eternal Yogi,7.8
Nails,9.1
Naledi: A Baby Elephant's Tale,5.6
Namak Halaal,5.8
Namour,8.7
Naruto Shippuden : Blood Prison,8.9
Natalia Valdebenito: Gritona,9.0
National Bird,5.6
National Lampoon's Loaded Weapon 1,4.7
National Parks Adventure,6.4
National Treasure,5.6
Natsamrat - Asa Nat Hone Nahi,8.9
Natural Born Pranksters,4.2
Natural Selection,7.5
Nature: Animals With Cameras,9.0
NATURE: Natural Born Hustlers,9.4
Nature: Raising the Dinosaur Giant,7.6
Nature's Great Events (2009),9.2
Nature's Great Events: Diaries,4.4
Nature's Great Race,6.0
Nature's Weirdest Events,4.0
Nazi Concentration Camps,9.4
Nazi Mega Weapons,9.0
Neruda,4.2
Never Heard,4.1
New York Minute,6.0
Newtown,5.4
Next,8.7
Nibunan,4.9
Night Comes On,8.3
Night Moves,7.0
Nightcrawler,6.1
"Nightmare Tenants, Slum Landlords",4.8
Nights in Rodanthe,9.5
Ninja Hattori,7.4
Ninja Turtles: The Next Mutation,6.4
No Entry,6.0
No Estoy Loca,9.0
No Reservations,8.5
Nobel,8.5
Norm of the North: Family Vacation,7.4
Norm of the North: Keys to the Kingdom,8.9
Norm of the North: King Sized Adventure,5.6
North & South,7.9
Not Alone,6.2
NOVA: Bird Brain,7.3
NOVA: Black Hole Apocalypse,9.5
NOVA: Building Chernobyl's MegaTomb,9.4
NOVA: Chinese Chariot Revealed,6.8
NOVA: Day the Dinosaurs Died,7.2
NOVA: Death Dive to Saturn,8.9
NOVA: Decoding the Weather Machine,9.4
NOVA: Eclipse Over America,8.3
NOVA: Extreme Animal Weapons,4.4
NOVA: First Face of America,5.8
NOVA: Holocaust Escape Tunnel,8.9
NOVA: Killer Floods,8.2
NOVA: Killer Hurricanes,8.1
NOVA: Killer Volcanoes,7.7
NOVA: Poisoned Water,6.3
NOVA: Prediction by the Numbers,6.2
NOVA: Secrets of the Shining Knight,8.4
NOVA: Thai Cave Rescue,5.6
NOVA: The Impossible Flight,7.8
Nova: Ultimate Mars Challenge,8.0
November Criminals,8.6
Now and Then,5.8
Now More Than Ever: The History of Chicago,8.1
Nowhere Boy,4.6
NSU German History X,4.8
Nuestra Lucha Libre,6.3
Numbered,4.3
Numero Zero. The Roots of Italian Rap,9.2
Nura: Rise of the Yokai Clan: Demon Capital,9.0
Nurse Jackie,4.3
Nurses Who Kill,8.6
Nymphomaniac: Volume 1,6.8
Nymphomaniac: Volume II,7.9
"O-Negative, Love Can’t Be Designed",8.9
Oasis: Supersonic,7.2
Obvious Child,4.6
Océans,4.0
Occupation,6.7
Ocean's Eleven,9.2
Ocean's Thirteen,7.1
Ocean's Twelve,6.1
OCTB,4.2
Off Course,9.0
Officer Downe,5.8
Oh My Ghost 2,7.9
Oh My Ghost 3,7.8
Oh My Ghost 4,5.4
Oh No! It's an Alien Invasion,4.4
Oklahoma City,6.1
Oliver Stone's Untold History of the United States,5.7
Ollie & Moon,7.9
Omar and Salma 3,8.5
On the Wrong Track,5.2
On Yoga The Architecture of Peace,6.9
Onaatah,4.2
Once In A Lifetime Sessions with Moby,5.2
Once In A Lifetime Sessions with Nile Rodgers,8.2
Once In A Lifetime Sessions with Noel Gallagher,8.4
Once In A Lifetime Sessions with TLC,8.3
Once Upon a Time in London,4.8
Once Upon a Time in the West,7.0
One Day,6.3
One Direction: This Is Us,9.5
One Heart: The A.R. Rahman Concert Film,7.6
One Last Thing,9.1
One More Shot,4.8
One Night Stand,6.5
One Strange Rock,8.2
Only God Forgives,6.0
Only the Dead,7.5
Open Season,6.8
Operation Chromite,9.5
Operation Gold Rush,5.0
Operation Mekong,9.1
Operation Odessa,6.2
Operation Ouch!,6.6
Operation Proposal,6.9
Operation Red Sea,5.5
Operator,9.3
Opium and the Kung Fu Master,9.0
Origins Collection,9.4
Oru Vishsheshapetta Biryani Kissa,9.5
OtherLife,7.7
Ottaal,6.5
Our Godfather,8.7
Our House,4.1
Our Shining Days,8.6
Outlawed,6.7
P,7.7
P Se PM Tak,6.1
P. King Duckling,6.0
P.S. I Love You,4.2
Paathi,6.3
Pablo Escobar: Angel or Demon?,6.2
Pacific Heat,5.2
Pahuyut Fighting Beat,5.4
Paid in Full,7.2
Paint It Black,5.7
Painted Faces,8.6
Pajanimals,4.6
Palio,7.2
Palm Trees in the Snow,4.9
Panic Room,6.9
Papa the Great,7.0
Paper Year,7.5
Paranormal Activity,6.4
Paranormal Survivor,6.8
Pardes,5.0
Pareeth Pandaari,6.5
Paris Is Burning,6.1
Parks and Recreation,7.7
Pasión de Gavilanes,6.4
Passenger 57,8.3
Patiala House,6.3
Patient Seventeen,5.3
Patriot Games,5.5
Patron Mutlu Son Istiyor,4.2
Paul Blart: Mall Cop,7.0
Paulettante Veedu,8.6
Pawn Stars,8.2
Paying Guests,6.4
Pee Mak,5.1
Pee-wee's Playhouse,8.7
Pee-wee's Playhouse: Christmas Special,4.3
Pekak,6.2
Penelope,8.7
Penny Dreadful,6.2
People You May Know,4.6
Perfect Bid: The Contestant Who Knew Too Much,5.5
Perfect Stranger,7.3
Person of Interest,4.8
Personal Shopper,7.6
Peter and the Farm,6.4
Peter Rabbit,5.8
Phamous,5.3
Phantom Boy,8.5
Philadelphia,6.2
Phir Se,8.1
Phobia 2,6.4
Phone Swap,4.5
Phullu,6.4
Pick of the Litter,6.8
Pierre Jackson,6.5
Pimpal,8.5
Pioneers of African-American Cinema,9.0
Pitaah,8.3
"Pizza, birra, faso",7.2
"Plaire, aimer et courir vite",7.0
Planet Earth II,7.5
Planet Earth: The Complete Collection,5.6
Planet Hulk,8.5
Planetarium,8.7
Platoon,5.5
Playing for Time,9.0
Playing Hard,8.7
Pope Francis: A Man of His Word,6.3
Popeye,9.0
Portlandia,4.7
Porto,4.2
Postcards from London,5.9
Powder,7.1
Power Battle Watch Car,5.9
Power Rangers Dino Charge,9.2
Power Rangers Dino Super Charge,5.4
Power Rangers Dino Thunder,5.5
Power Rangers in Space,7.5
Power Rangers Jungle Fury,4.0
Power Rangers Lightspeed Rescue,8.0
Power Rangers Lost Galaxy,6.1
Power Rangers Mystic Force,9.4
Power Rangers Ninja Storm,7.8
Power Rangers Operation Overdrive,4.3
Power Rangers RPM,4.5
Power Rangers S.P.D.,4.5
Power Rangers Samurai,9.2
"Power Rangers Samurai: Christmas Together, Friends Forever (Christmas Special)",7.8
Power Rangers Samurai: Clash of the Red Rangers,6.4
Power Rangers Samurai: Party Monsters (Halloween Special),5.1
Power Rangers Super Megaforce,8.8
Power Rangers Super Megaforce: The Legendary Battle (Extended),5.1
Power Rangers Super Samurai,7.9
Power Rangers Super Samurai: Stuck on Christmas,8.2
Power Rangers Super Samurai: Trickster Treat,5.6
Power Rangers Time Force,6.8
Power Rangers Turbo,5.2
Power Rangers Wild Force,6.1
Power Rangers Zeo,9.3
Power Rangers: Megaforce,7.8
Power Rangers: Megaforce: Raising Spirits,8.7
Power Rangers: Megaforce: The Robo Knight Before Christmas,7.0
Prague,5.3
Prelude to War,7.9
Premachi Goshta,6.8
Prescription Thugs,5.0
Primal Fear,6.3
Prince Charming,7.5
Prince Jai Aur Dumdaar Viru,8.0
Princess Cyd,5.3
Professor Mack,8.8
Prohibition: A Film by Ken Burns and Lynn Novick,6.1
Prosecuting Evil: The Extraordinary World of Ben Ferencz,5.5
Psiconautas,5.1
Pukar,8.4
Pulp Fiction,5.9
Punjab 1984,6.7
Pusher,5.2
Pyaar Ka Punchnama,7.8
Pyaar Tune Kya Kiya,8.3
Q Ball,5.9
Qué pena tu serie,9.2
Quantum of Solace,4.2
Queen of No Marriage,4.7
Queen of the Desert,7.2
Queens of Comedy,7.9
Queens vs. Kings,5.4
R.L. Stine's Mostly Ghostly,7.0
Rab Se Sohna Isshq,5.8
Race to Witch Mountain,7.0
Rachel Getting Married,7.6
Radical: the Controversial Saga of Dada Figueiredo,9.4
Radiopetti,6.5
Raging Bull,7.6
Rahasya,7.2
Raiders!: The Story of the Greatest Fan Film Ever Made,5.7
Railroad Tigers,5.4
Raja Hindustani,9.4
Rajnigandha,5.1
Ralph Breaks the Internet: Wreck-It Ralph 2,8.3
Ram Teri Ganga Maili,4.8
Ramayan,8.4
Ramen Shop,5.0
Ramji Londonwaley,9.3
Rampant,7.8
Ranbhool,4.5
Rangreza,7.8
Rats,7.3
Razia Sultan,5.9
Reaction,5.4
Ready,8.0
Reality of Dream,8.1
Rebel Without a Cause,5.8
Rebelde,8.8
Recall,5.5
Rectify,4.4
Red Christmas,7.3
Red Dawn,4.6
Red Oleanders Raktokarobi,5.5
Red Trees,6.8
Red vs. Blue,5.6
Refugee,5.2
Regatta,7.9
Reggie Yates Outside Man,7.0
Reincarnated,8.6
Rembat,7.2
Remember,6.7
Remember Me,5.4
Rememory,8.4
Republic of Doyle,5.1
Resident Evil: Afterlife,5.3
Residente,8.6
Restless Creature: Wendy Whelan,8.1
Return To The 36th Chamber,7.4
Revelations,4.2
Revenge,4.7
Revenge of the Green Dragons,6.7
Revolting Rhymes,8.1
Revolutionary Road,6.6
Rezeta,4.1
"Rica, Famosa, Latina",5.0
Righteous Kill,7.2
Ringan,7.8
Ripper Street,4.2
Rise of the Zombie,4.2
Rishta.com,5.4
Rivaaz,4.5
Road to Sangam,7.0
Road to Yesterday,4.7
Roberto Saviano: Writing Under Police Protection,7.6
Robin Hood: The Rebellion,8.3
Robotech,9.3
Rocky,9.2
Rocky II,5.5
Rocky III,4.2
Rocky IV,5.8
Rocky V,7.9
Roger Corman's Death Race 2050,4.3
Roh's Beauty,6.0
Roll Red Roll,5.6
Rolling Papers,5.2
Romeo Ranjha,7.9
Room,7.6
Room for Rent,6.9
Room on the Broom,9.0
Roonpi Secret Love,4.6
Roots,4.8
Rosemary's Baby,6.1
Rounders,7.6
Royal Pains,7.2
Rubi,4.4
Rukh,9.3
Rumble,5.7
Rumble in the Bronx,6.0
Rumor Has It,7.4
Run,9.2
Runaway Bride,7.6
Running for Grace,9.3
Running Out Of Time,5.0
Rurouni Kenshin,7.4
Russell Madness,8.6
Russell Peters vs. the World,6.8
Russell Peters: Notorious,6.0
Rustom,9.4
S Is for Stanley,4.8
S.W.A.T.,6.3
Saath Saath,8.8
Sacro GRA,9.0
Sadece Sen,9.4
Sadie's Last Days on Earth,8.9
Sadma,4.3
Sadqay Tumhare,9.1
Saeed Mirza: The Leftist Sufi,6.4
Safety Not Guaranteed,7.6
Saheb Bibi Golaam,6.2
Sairat,8.5
Sakhi,7.2
Salem: His Sister's Father,8.7
Samantaral,5.1
Samarppanam,5.0
Sameer Abu Alneel,6.4
Samson,4.0
Samudri Lootere,7.8
San Pietro,5.6
Sanai Choughade,7.1
Sangam,4.4
Santa Claws,4.9
Santa's Apprentice,7.4
Sarah's Key,5.7
Sardaar ji,5.2
Sardaarji 2,5.3
Sarivar Sari,5.2
Sarvopari Palakkaran,7.4
Sat Sri Akal,4.9
Satan & Adam,6.0
Satrangi,7.8
Satrangi Re,6.8
Satte Pe Satta,7.3
Saturday Church,5.4
Savage Dog,9.1
Savage Raghda,6.3
Save Our Shelter,5.6
Saving Mr. Banks,9.0
Saving Zoë,7.6
Say When,7.4
Scales: Mermaids Are Real,8.9
Scandal,4.3
Scandal in Sorrento,8.6
Scary Movie,7.7
Scary Movie 5,6.0
Schindler's List,5.4
School Daze,4.6
Scooby-Doo on Zombie Island,9.2
Scott Pilgrim vs. the World,4.8
Scream 2,5.4
Scream 3,7.8
Seal Team Six: The Raid on Osama Bin Laden,7.9
Searching for Bobby Fischer,4.9
Searching for Sugar Man,8.5
Season of the Witch,6.8
Secret,8.7
Secret Affair,4.5
Secret in Their Eyes,4.2
Secrets of Althorp - The Spencers,7.5
Secrets of Chatsworth,4.8
Secrets of Henry VIII's Palace: Hampton Court,6.9
Secrets of Her Majesty's Secret Service,4.1
Secrets of Highclere Castle,8.3
Secrets of Scotland Yard,8.9
Secrets of Selfridges,8.6
Secrets of the Tower of London,9.3
Secrets of Underground London,9.0
Secrets of Westminster,6.4
Sen Kimsin?,6.2
Senna,8.9
Sensitive Skin,9.1
"Septiembre, un llanto en silencio",9.4
Servant of the People,8.2
Set Up,5.1
Sex and the City 2,9.2
Sex and the City: The Movie,9.2
Sex Doll,7.7
"Sexo, Pudor y Lagrimas",8.7
SGT. Will Gardner,7.1
Shadow of Truth,9.2
Shahanpan Dega Deva,4.5
Shaka Zulu,8.8
Shakti: The Power,4.3
Shanghai,5.9
Shararat,4.7
Shark Busters,6.6
Shark Night,5.3
Shaurya: It Takes Courage to Make Right... Right,9.2
She Did That,7.1
Shelter,8.9
Sherlock,5.5
Sherlock Holmes,4.1
Shiva,8.3
Shopkins: Chef Club,7.9
Shopkins: Wild,7.0
Shopkins: World Vacation,8.5
Shorgul,8.6
Short Term 12,7.2
Shorts,9.3
SHOT! The Psycho-Spiritual Mantra of Rock,8.0
Shuddhi,7.7
Shutter,6.0
Sicilian Ghost Story,4.0
Sid the Science Kid,5.3
Siddhant,8.2
Silencer,7.9
Silent Hill: Revelation,5.8
Silicon Cowboys,7.4
Silver Spoon,5.1
Sin senos no hay paraíso,5.4
Sin Senos sí Hay Paraíso,9.2
Singh Saab the Great,6.3
Single,5.3
Singularity,6.7
Sinister Circle,6.1
Siren,8.0
Sister Code,9.3
Skin Trade,7.3
Skin Wars,7.3
Skin Wars: Fresh Paint,6.0
Skiptrace,7.1
Sky on Fire,5.8
Skydancers,4.0
Skyline,8.8
Sleeping with Other People,6.4
Sleepover,6.7
Sling Blade,4.5
Sliver,8.6
Slobby's World,4.9
Slow West,6.3
Small Soldiers,8.6
Smart People,6.5
Smash: Motorized Mayhem,9.1
SMOSH: The Movie,5.2
Sniper: Special Ops,7.9
Socha Na Tha,9.4
Social Animals,7.0
Soekarno,7.8
Solo Con Tu Pareja,6.2
Solo: A Star Wars Story,8.1
Solo: A Star Wars Story (Spanish Version),9.0
Solomon Kane,7.9
Some Freaks,9.1
Something's Gotta Give,7.2
Son of a Gun,7.2
Sons of Ben,5.7
Sotus The Series,7.9
Soul Surfer,8.9
Soul to Keep,7.6
Sour Grapes,5.3
Space Racers,7.0
Sparkle,8.2
Spartacus,9.2
Speech & Debate,4.9
Speed Is My Need,4.7
Spider-Man 3,6.3
Spider-Man: Into the Spider-Verse,4.7
Spitfire: The Plane that Saved the World,9.4
Splash and Bubbles,6.3
Spotlight,6.9
Spring Breakers,5.2
Sprinter,6.5
Spy Kids,9.4
Spy Kids 2: The Island of Lost Dreams,6.7
Spy Kids 3: Game Over,4.0
Spy Time,5.3
St. Agatha,9.4
Staged Killer,9.4
Standoff,5.2
Star Men,7.4
Star Wars: Episode VIII: The Last Jedi,4.4
Star-Crossed,7.2
Starred Up,4.7
Station Horizon,8.5
Stealing History,9.2
Step Brothers,5.0
Step Outside,6.5
Stephanie,4.6
Sthaniya Sambaad,5.9
Still,4.4
Stink!,5.5
Stoked,9.4
Stone Age,4.2
Stonehearst Asylum,8.7
Stop at Nothing: The Lance Armstrong Story,4.4
Storage Wars: Northern Treasures,6.9
Story of an Egg,6.5
Straight Up,9.1
Strange but True,5.1
Stranger than Fiction,5.0
Strawberry Shortcake: Berry Bitty Adventures,8.1
Strictly Ballroom,8.0
Strike a Pose,7.8
Stripes,4.1
Striptease,5.4
Strong Girl Bong-soon,8.6
Stronger Than the World,7.3
Strongland,7.3
Stuart Little 2,5.6
Submission,5.4
Suburra,9.2
Suckseed,8.0
Sudani from Nigeria,4.7
Suicide (Hitabdut),9.2
Suite Française,7.2
Suits,5.8
Summer Night,6.2
Summer of '92,8.0
Sunrise,6.1
Super Bheem,7.2
Super Bheem Bana Vajraveer,7.9
Super Dark Times,5.1
Super Nani,9.2
Super Wings,6.0
Superbad,6.3
Superfly,7.8
Superman Returns,7.3
SuperNature: Wild Flyers,6.4
Superstar,7.6
Surat Dari Praha,9.0
Surviving R. Kelly Part II: The Reckoning,8.4
Survivors Guide to Prison,8.5
Susanne Bartsch: On Top,5.4
Sustainable,6.3
Swami,7.0
Swami Baba Ramdev: The Untold Story,4.2
Sweeney Todd: The Demon Barber of Fleet Street,8.2
Sweet Virginia,5.8
Swiss Army Man,5.6
Sword Master,5.4
Sword Masters: Two Champions of Shaolin,5.6
Sym-Bionic Titan,5.9
Taal,7.3
Tahaan,7.2
Take Me Home Tonight,5.4
Taken,5.1
Tales of the City (1993),8.5
Tamanchey,4.5
Tarif de nuit,6.8
Tarzan,6.9
Tarzan 2,7.2
Tattah,8.9
Tayo the Little Bus Movie: Mission Ace,7.4
Teach Us All,9.4
Teen Patti,8.8
Teenage Cocktail,5.2
Teenage Mutant Ninja Turtles,5.3
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,5.9
Teenage Mutant Ninja Turtles: The Movie,6.2
Tees Maar Khan,7.0
Tellur Aliens,5.3
Temporada de Caza,5.2
Ten Years,6.1
Teresa,7.7
Terminator 3: Rise of the Machines,7.8
Terminator Salvation,9.4
Terra,5.1
Terrifier,6.2
Teshan,9.3
Tezz,7.8
Th Eena Meena Deeka Chase Comedy Show,7.3
Thackeray,7.0
That '70s Show,4.4
The 2000s,8.9
The 24 Hour War,7.4
The 4th Company,7.1
The Accountant of Auschwitz,7.0
The Adderall Diaries,6.2
The Adjusters,5.4
The Adventure Club,8.2
The Adventures of Figaro Pho,6.8
The Adventures of Sharkboy and Lavagirl,4.2
The Adventures of Tintin,6.2
The Aerial,9.1
The Age of Shadows,6.1
The American President,6.3
The Amityville Horror,7.4
The Andy Griffith Show,8.4
The Angry Birds Movie 2,7.7
The Animal People,8.7
The Ant's Scream,4.6
The Apartment,9.1
The Apostate,9.0
The Art of the Steal,6.9
The Art of War,7.4
The Assignment,5.2
The Autopsy of Jane Doe,6.5
The Bachelor,5.1
The Bachelors,4.1
The Bad Education Movie,9.4
The Bad Kids,5.4
The Bare-Footed Kid,7.3
The Basement,5.7
The Battle of Midway,6.0
The Beat,6.2
The Beginning of Life: The Series,5.8
The Bible's Buried Secrets,7.5
The Big Catch,9.3
The Bill Murray Stories: Life Lessons Learned From a Mythical Man,6.4
The Black Room,9.4
The Blackcoat's Daughter,7.7
The Bleeder,7.3
The Blue Planet: A Natural History of the Oceans,5.3
The Bomb,4.3
The Bomb Squad,8.7
The Book of Eli,7.2
The Boss's Daughter,6.3
The Bounty Hunter,8.5
The Box,5.7
The Boy,8.3
The Boy in the Striped Pajamas,5.8
The Brave One,9.1
The Brawler,5.5
The Breadwinner,4.8
The Break-Up,7.8
The Bridge,4.9
The Brothers Grimm,9.2
The Bucket List,7.6
The Bulbul's Nest,5.3
The Bund,5.1
The Bye Bye Man,9.1
The Bygone,7.3
The Cakemaker,8.9
The Calling,4.6
The Captive,9.1
The Car,6.9
The Carter Effect,7.7
The Case for Christ,6.1
The Cell,4.3
The CEO,9.3
The Charnel House,9.5
The Chefs' Line,6.0
The Chord,9.2
The Chosen,4.9
The Chosen Ones,4.9
The Christmas Candle,4.4
The Christmas Project,6.2
The Cincinnati Kid,4.3
The Code,6.2
The Company Men,4.8
The Competition,8.0
The Confirmation,8.6
The Congress,7.8
The Consul's Son,5.1
The Craft,8.2
The Cravings,5.4
The Croods,8.2
The Crow,7.1
The Cruise,6.0
The Crying Game,4.5
The Curse of Oak Island,8.6
The D Train,9.2
The Damned Rain,7.7
The Dancer,9.3
The Dark Crystal,9.1
The Dark Side of Life: Mumbai City,5.1
The Darkest Dawn,8.0
The Daughter,5.9
The Dawn Wall,6.7
The Day My Butt Went Psycho!,4.9
The Departed,9.4
The Desert Bride,8.0
The Detained,5.5
The Devil and Father Amorth,6.0
The Devil Inside,6.3
The Devil Is a Part-Timer!,8.1
The Devil We Know,9.1
The Diabolical,5.8
The Dreamer,6.6
The Drowning,7.3
The Drunk and on Drugs Happy Funtime Hour,6.2
The Duel,6.8
The Dukes of Hazzard,4.6
The Dukes of Hazzard: The Beginning,4.9
The Eichmann Show,6.2
The Eighties,9.0
The End of the Tour,5.9
The Endless,5.4
The Evil Dead,8.1
The Exception,9.2
The Eyes of My Mother,6.5
The Fear,4.0
The Fear of 13,7.8
The Feels,6.3
The Fighter,7.7
The Figurine (Araromire),5.5
The Final Destination,4.0
The First Line,5.9
The First Temptation of Christ,7.9
The First Wives Club,6.2
The Five,5.2
The Five Venoms,6.6
The Flintstones,8.1
The Flintstones in Viva Rock Vegas,4.7
The Flying Guillotine,7.8
The Forbidden Kingdom,7.7
The Force,6.0
The Foreigner,9.3
The Forgotten,8.9
The Fosters,5.7
The Founder,4.2
The Free Man,5.7
The Frozen Ground,5.1
The Furchester Hotel,7.0
The Future of Water,9.1
The Gathering,8.8
The Gentleman Driver,5.7
The Ghost Who Walks,6.4
The Girl with the Dragon Tattoo,4.2
The Golden Years with Javed Akhtar,7.0
The Golem,4.3
The Good Catholic,9.2
The Good Neighbor,8.8
"The Goods: Live Hard, Sell Hard",5.2
The Gospel of John,7.8
The Gospel of Luke,7.1
The Gospel of Mark,8.4
The Gospel of Matthew,6.6
The Great Battle,5.1
The Great British Baking Show: Masterclass,7.5
The Great Gambler,4.4
The Great Raid,7.2
The Great Train Robbery,5.2
The Green Hornet,7.8
The Guild,8.6
The Hatred,4.6
The Haunting of Molly Hartley,6.2
The Healer,8.0
The Heat: A Kitchen (R)evolution,4.9
The Help,7.1
The Heretics,7.7
The Heroes of Evil,6.0
The Heyday of the Insensitive Bastards,8.6
The Hollow Point,6.8
The Holy Man,7.4
The Homecoming,4.8
The House on Coco Road,4.1
The House That Made Me,4.3
The Human Factor: The Untold Story of the Bombay Film Orchestras,9.0
The Humanity Bureau,8.9
The Hundred-Foot Journey,8.4
The Hunt,5.1
The Hurricane Heist,6.9
The Hurt Business,8.4
The Imaginarium of Doctor Parnassus,7.7
The Inbetweeners,4.6
The Incident,8.9
The Incredible Story of the Giant Pear,4.9
The Incredibles 2,4.9
The Indian in the Cupboard,9.0
The Informant!,6.7
The Intent,6.1
The Intent 2: The Come Up,7.0
The Invention of Lying,9.4
The Investigator: A British Crime Story,4.7
The Invitation,8.2
The Irish Mob,5.8
The Iron Lady,4.6
The Jack King Affair,6.3
The Jaime Maussan Show,7.0
The Jane Austen Book Club,5.1
The Jungle Book,6.2
The Jungle School,7.5
The Keeping Hours,7.2
The Kindness Diaries,8.0
The King's Speech,8.6
The L Word,6.3
The Lady in Dignity,6.3
The Lake House,6.7
The Lamb,7.1
The Land of the Enlightened,4.6
The Last Days of Chez Nous,5.7
The Last Exorcism,4.9
The Last Face,6.1
The Last Hangover,9.4
The Last Man on the Moon,7.2
The Last Resort,6.4
The Last Whistle,7.1
The Legend of 420,7.7
The Legend of Michael Mishra,6.4
The Liar,6.5
The Little Hours,7.9
The Little Mermaid,4.3
The Little Prince,7.0
The Lives of Others,7.0
The Lizzie Borden Chronicles,8.2
The Lobster,9.4
The Lodgers,8.4
The Long Goodbye: The Kara Tippetts Story,6.8
The Longest Yard,4.9
The Longshots,7.2
The Look of Silence,8.6
The Lord of the Rings: The Return of the King,9.1
The Lord of the Rings: The Two Towers,8.5
The Love Guru,5.0
The Lovers and the Despot,7.9
The lynx,8.8
The Mad Monk,7.7
The Magic Pill,7.8
The Making of Frozen Planet,6.8
The Man Who Would Be Polka King,7.5
The Mask of Zorro,5.6
The Matrix,4.5
The Matrix Reloaded,8.6
The Matrix Revolutions,9.2
The Mayo Clinic,8.7
The Mayor,5.8
"The Memphis Belle: A Story of a
Flying Fortress",4.5
The Men Who Stare at Goats,5.5
The Messengers,8.6
The Mind of a Chef,7.6
The Minimighty Kids,9.3
The Ministry of Time,5.9
The Model,7.0
The Monster,8.3
The Monster of Mangatiti,5.3
The Mortified Guide,9.3
The Most Beautiful Hands of Delhi,7.3
The Muppets,4.0
The Murder Detectives,4.1
The Music of Silence,8.9
The Naked Gun 2 1/2: The Smell of Fear,7.5
The Naked Gun: From the Files of Police Squad!,8.2
The Natural,8.3
The Negro Soldier,6.3
The Netflix Afterparty,8.4
The New Romantic,9.2
The Nineties,4.9
The NSU-Complex,8.2
The Nutcracker and the Four Realms,5.7
The Office (U.S.),5.8
The One I Love,6.3
The Only Mother To You All,8.8
The Other Guys,4.1
The Parole Officer,6.4
The Pass,7.7
The Peacemaker,4.6
The Pelican Brief,8.4
The Perfect Day,9.2
The Perks of Being a Wallflower,4.5
The Phantom of the Opera,4.8
The Physician,9.4
The Pink Panther,5.1
The Pirate Fairy,4.4
The Pirates of Somalia,9.2
The Pirates! Band of Misfits,8.9
The Place Beyond the Pines,7.6
The Plan,7.0
The Player,9.1
The Polar Express,7.6
The Power of Grayskull: The Definitive History of He-Man and the Masters of the Universe,7.6
The President's Barber,8.6
The Prince,7.6
The Prince & Me,6.8
The Princess and the Frog,6.1
The Prison,6.8
The Pursuit,6.9
The Pursuit of Happyness,6.0
The Push,6.5
The Pyramid Code,8.4
The Rainbow Troops,6.3
The Rainmaker,4.1
The Rap Game,5.6
The Rat Race,5.3
The Real Football Factories,8.4
The Real Miyagi,6.5
The Rebound,5.5
The Redeemed and the Dominant: Fittest on Earth,8.5
The Rehearsal,4.1
The Republic of Imbaba,5.0
The Returned,8.5
The Rezort,7.0
The Rift: The Dark Side of the Moon,8.3
The Right One,8.6
The Ring,9.2
The Riot Club,4.3
The River Thief,8.4
The River Wild,7.9
The Road to Calvary,5.1
The Rolling Stones: Olé Olé Olé! A Trip Across Latin America,9.1
